Gene	sgRNA	Bottom|beta	Bottom|z	Bottom|p-value	Bottom|fdr	Bottom|wald-p-value	Bottom|wald-fdr	Top|beta	Top|z	Top|p-value	Top|fdr	Top|wald-p-value	Top|wald-fdr
ENSMUST00000126650_Car5b	6	-0.071915	-2.2998	0.11037	0.7129	0.02146	0.76266	-0.02816	-1.0232	0.56927	0.75169	0.30622	0.53147
ENSMUST00000134272_Siah1b	6	-0.012374	-0.2376	0.79667	0.97984	0.81219	0.98793	0.10787	2.3545	0.011012	0.13438	0.018548	0.12374
ENSMUST00000112562_Magea6	6	-0.031091	-0.92775	0.49142	0.95622	0.35354	0.98793	-0.065975	-2.2367	0.16236	0.40757	0.025305	0.14859
ENSMUST00000079867_Magea3	6	0.013068	0.41325	0.72061	0.97692	0.67942	0.98793	0.030592	1.0991	0.33444	0.57788	0.2717	0.50217
ENSMUST00000118505_Gm6645	6	-0.020434	-0.5368	0.65839	0.9746	0.59141	0.98793	0.039617	1.1826	0.23611	0.4928	0.23696	0.47115
ENSMUST00000070141_Magea8	6	-0.017734	-0.33987	0.70192	0.9746	0.73396	0.98793	-0.030654	-0.66753	0.52036	0.72163	0.50443	0.71112
ENSMUST00000001156_Cfp	6	-0.020002	-0.51929	0.66633	0.9746	0.60356	0.98793	-0.01065	-0.31419	0.90755	0.94886	0.75338	0.86274
ENSMUST00000069477_Magea2	6	0.011473	0.28351	0.74827	0.97692	0.77679	0.98793	-0.010355	-0.29077	0.9137	0.9508	0.77122	0.86642
ENSMUST00000069556_Magea5	6	-0.11651	-2.353	0.010499	0.34167	0.018622	0.76266	0.015141	0.34757	0.57132	0.75245	0.72816	0.84753
ENSMUST00000120722_2610002M06Rik	6	0.0042907	0.14416	0.87759	0.99386	0.88537	0.99254	-0.004424	-0.1689	0.96825	0.98031	0.86587	0.92132
ENSMUST00000113718_Tex11	6	0.024971	0.56348	0.52804	0.9702	0.57311	0.98793	-0.062767	-1.6092	0.18054	0.4247	0.10757	0.32443
ENSMUST00000129899_Uxt	6	-0.0051965	-0.11919	0.94213	0.99556	0.90512	0.99369	-0.057268	-1.4924	0.22254	0.48144	0.13558	0.37024
ENSMUST00000150046_Sat1	6	-0.037627	-0.69204	0.4041	0.93353	0.48891	0.98793	0.055187	1.1534	0.12138	0.35774	0.24873	0.48323
ENSMUST00000009550_Elk1	6	0.00096747	0.014869	0.94008	0.99556	0.98814	0.99863	-0.0040663	-0.071005	0.96312	0.97688	0.94339	0.96565
ENSMUST00000033713_Cetn2	6	0.040785	0.65136	0.3073	0.87912	0.51482	0.98793	-0.12411	-2.2515	0.016133	0.16522	0.024352	0.14743
ENSMUST00000150434_Brwd3	6	-0.12057	-2.3133	0.0076825	0.3	0.020707	0.76266	0.0087638	0.19116	0.69859	0.83298	0.8484	0.90839
ENSMUST00000144410_Slc7a3	6	-0.033497	-0.63877	0.46095	0.94308	0.52297	0.98793	-0.07844	-1.6998	0.096799	0.33447	0.089173	0.30509
ENSMUST00000144428_Gm650	6	0.031688	0.81357	0.4274	0.93764	0.41589	0.98793	-0.0016301	-0.04755	0.91293	0.9508	0.96207	0.9822
ENSMUST00000114540_Pnma5	6	-0.00071467	-0.016343	0.97542	0.99556	0.98696	0.99863	-0.067694	-1.7588	0.15211	0.39866	0.078612	0.28444
ENSMUST00000033597_Hmgn5	6	0.018739	0.43004	0.62151	0.9746	0.66717	0.98793	-0.01116	-0.29098	0.89449	0.94432	0.77107	0.86642
ENSMUST00000077876_Snx12	6	0.011183	0.29211	0.75288	0.97692	0.77021	0.98793	-0.019779	-0.58699	0.72266	0.84484	0.55721	0.74886
ENSMUST00000117365_Gm4784	6	-0.04961	-1.3525	0.26863	0.85633	0.1762	0.98793	-0.038296	-1.1864	0.41076	0.63651	0.23548	0.47115
ENSMUST00000164685_Cybb	6	-0.046934	-1.1824	0.29603	0.875	0.23705	0.98793	0.015351	0.43951	0.5685	0.75169	0.66029	0.81339
ENSMUST00000123915_Prdx4	6	0.02993	0.79522	0.45711	0.94308	0.42649	0.98793	-0.053769	-1.6231	0.2507	0.5	0.10457	0.32152
ENSMUST00000038665_Ptchd1	6	0.00096331	0.028015	0.94008	0.99556	0.97765	0.99863	0.036073	1.1922	0.27196	0.52705	0.2332	0.47115
ENSMUST00000120749_Gm15163	6	-0.029484	-0.71143	0.51037	0.96942	0.47682	0.98793	0.043442	1.1915	0.19872	0.44855	0.23347	0.47115
ENSMUST00000135713_Phex	6	-0.004334	-0.094461	0.95775	0.99556	0.92474	0.99863	-0.065223	-1.6153	0.16645	0.40805	0.10624	0.32285
ENSMUST00000033519_Dynlt3	6	-0.043022	-0.7199	0.34213	0.89664	0.47158	0.98793	0.070555	1.3423	0.064789	0.27282	0.17949	0.41845
ENSMUST00000114524_Xlr3a	6	-0.011727	-0.28943	0.80871	0.98627	0.77225	0.98793	-0.039937	-1.12	0.39129	0.6224	0.26271	0.49321
ENSMUST00000145477_Sms	6	-0.047084	-1.4119	0.29373	0.875	0.15798	0.98793	-0.022559	-0.76868	0.66658	0.80092	0.44208	0.65268
ENSMUST00000135038_Il2rg	6	-0.097929	-1.5859	0.026376	0.49767	0.11277	0.98793	0.098886	1.8248	0.018694	0.16522	0.068036	0.27058
ENSMUST00000132319_Rps6ka6	6	0.051604	0.56062	0.19949	0.85556	0.57506	0.98793	-0.6123	-7.5556	0	0	4.1706e-14	8.1431e-12
ENSMUST00000065857_Mbtps2	6	-0.040747	-0.78931	0.36748	0.90978	0.42993	0.98793	0.077833	1.7154	0.047375	0.23086	0.086268	0.29681
ENSMUST00000112248_Mospd2	6	0.032386	0.66057	0.41665	0.93486	0.50889	0.98793	0.038026	0.88159	0.25045	0.5	0.378	0.60495
ENSMUST00000114530_Xlr4c	6	-0.022158	-0.44235	0.63047	0.9746	0.65824	0.98793	-0.071222	-1.6154	0.13291	0.38022	0.10622	0.32285
ENSMUST00000114503_Xlr5c	6	-0.062837	-1.0845	0.16645	0.79268	0.27813	0.98793	0.09957	1.9529	0.017926	0.16522	0.050836	0.22611
ENSMUST00000113422_Hdx	6	-0.018461	-0.4429	0.69065	0.9746	0.65784	0.98793	-0.042204	-1.1504	0.36569	0.60896	0.24998	0.48325
ENSMUST00000155734_Rpgr	6	-0.01865	-0.575	0.68809	0.9746	0.56529	0.98793	0.042778	1.4984	0.20589	0.45682	0.13402	0.36726
ENSMUST00000115333_Zfp182	6	-0.11633	-1.802	0.010499	0.34167	0.07155	0.98793	-0.067247	-1.1837	0.15467	0.39868	0.23655	0.47115
ENSMUST00000040667_Zfp300	6	-0.0092235	-0.18735	0.86095	0.99299	0.85139	0.98793	-0.086414	-1.9942	0.072215	0.282	0.046132	0.21491
ENSMUST00000118643_Gm14921	6	0.0086799	0.21074	0.79667	0.97984	0.83309	0.98793	0.014621	0.40335	0.58284	0.76376	0.68669	0.82623
ENSMUST00000039887_Pof1b	6	-0.0011747	-0.025351	0.9854	0.99641	0.97977	0.99863	-0.041297	-1.0126	0.3767	0.61201	0.31125	0.53661
ENSMUST00000125569_4930453H23Rik	6	-0.033733	-0.73044	0.45736	0.94308	0.46512	0.98793	-0.019975	-0.4915	0.71908	0.84324	0.62307	0.78487
ENSMUST00000120347_Gm14939	6	0.0063196	0.13601	0.84149	0.98925	0.89181	0.99254	-0.03338	-0.81631	0.48169	0.69852	0.41432	0.63834
ENSMUST00000153417_Chm	6	-0.0031725	-0.070027	0.97644	0.99556	0.94417	0.99863	0.041419	1.039	0.21741	0.47354	0.29881	0.52648
ENSMUST00000207943_Gm45015	6	-0.023245	-0.36999	0.60922	0.9746	0.71139	0.98793	0.047557	0.86072	0.16722	0.40805	0.38939	0.61562
ENSMUST00000180787_Gm18336	6	-0.083644	-1.552	0.063508	0.65051	0.12066	0.98793	-0.0093413	-0.19707	0.93086	0.9591	0.84377	0.90537
ENSMUST00000033738_Trex2	6	-0.0071472	-0.2048	0.90653	0.99386	0.83773	0.98793	0.046879	1.5263	0.17132	0.41169	0.12694	0.35406
ENSMUST00000155040_Zmym3	6	0.059819	1.5426	0.14161	0.76276	0.12294	0.98793	-0.050703	-1.4854	0.27759	0.53056	0.13743	0.37139
ENSMUST00000033737_Haus7	6	-0.03388	-0.67415	0.45557	0.94308	0.50022	0.98793	-0.079105	-1.7884	0.095006	0.33447	0.07371	0.27911
ENSMUST00000049501_Ofd1	6	0.015517	0.48724	0.67529	0.9746	0.62609	0.98793	0.038717	1.3812	0.24353	0.49661	0.16721	0.40408
ENSMUST00000112091_Rab9	4	-0.031374	-0.66901	0.54802	0.9702	0.50349	0.98793	-0.1437	-3.4811	0.019206	0.16522	0.00049942	0.012189
ENSMUST00000112187_Tceanc	6	-0.056043	-1.6504	0.21818	0.85556	0.098855	0.98793	-0.089206	-2.9851	0.063508	0.27282	0.002835	0.039538
ENSMUST00000000412_Egfl6	6	0.023806	0.63678	0.54622	0.9702	0.52426	0.98793	-0.10866	-3.3017	0.028681	0.2018	0.00096117	0.020288
ENSMUST00000112175_Tmsb4x	6	-0.053768	-1.0762	0.23816	0.85556	0.28186	0.98793	-0.03905	-0.8881	0.40154	0.62972	0.37449	0.60304
ENSMUST00000060719_Tlr7	6	-0.011846	-0.33777	0.80666	0.98627	0.73554	0.98793	0.028882	0.93585	0.35595	0.6026	0.34935	0.57858
ENSMUST00000026839_Prps2	6	0.095706	2.3594	0.022535	0.46316	0.018305	0.76266	-0.068623	-1.9218	0.14725	0.39116	0.054631	0.23704
ENSMUST00000112149_Frmpd4	6	0.030975	0.69529	0.43816	0.94011	0.48688	0.98793	-0.10587	-2.6997	0.031754	0.20451	0.0069395	0.068659
ENSMUST00000033725_Msl3	6	0.01551	0.33679	0.67554	0.9746	0.73628	0.98793	0.082053	2.0251	0.040717	0.21477	0.042855	0.20534
ENSMUST00000154638_Hccs	6	-0.012465	-0.28682	0.79616	0.97984	0.77425	0.98793	-0.035414	-0.92588	0.4548	0.68308	0.35451	0.58453
ENSMUST00000068894_4933400A11Rik	6	0.044819	1.0825	0.26556	0.85633	0.27905	0.98793	0.013184	0.36178	0.61511	0.77735	0.71752	0.84268
ENSMUST00000083176_Snord61	6	-0.0435	-0.71145	0.33649	0.89664	0.4768	0.98793	-0.013516	-0.25159	0.8525	0.92989	0.80136	0.88442
ENSMUST00000082464_Gm23628	6	0.0029624	0.064257	0.90243	0.99386	0.94877	0.99863	-0.01591	-0.39217	0.80154	0.88656	0.69493	0.83081
ENSMUST00000157826_Gm26368	6	-0.087107	-2.5729	0.054802	0.64848	0.010085	0.76266	-0.011865	-0.39826	0.88297	0.94337	0.69044	0.82831
ENSMUST00000083065_Gm26035	6	-0.054815	-0.57444	0.22996	0.85556	0.56567	0.98793	0.019464	0.23251	0.49808	0.70344	0.81614	0.88899
ENSMUST00000103923_Mir18b	6	-0.026099	-0.29047	0.56338	0.97457	0.77145	0.98793	-0.024413	-0.30911	0.62945	0.78567	0.75724	0.86474
ENSMUST00000180483_Mdrl	6	-0.06769	-1.4029	0.13444	0.7554	0.16066	0.98793	0.032793	0.77317	0.30986	0.55423	0.43942	0.65037
ENSMUST00000180584_9530027J09Rik	6	-0.0054823	-0.10003	0.93777	0.99556	0.92032	0.99757	0.081169	1.6831	0.042254	0.21699	0.092358	0.30958
ENSMUST00000181533_Fmr1os	6	-0.085829	-1.4676	0.058387	0.65051	0.14221	0.98793	0.096233	1.8698	0.022279	0.17228	0.061512	0.2544
ENSMUST00000057625_Arxes1	6	0.012965	0.35492	0.72266	0.97692	0.72265	0.98793	0.020141	0.62649	0.48604	0.69908	0.53099	0.72768
ENSMUST00000080324_DXBay18	6	-0.0017343	-0.027398	0.99641	0.99641	0.97814	0.99863	0.097853	1.7587	0.019462	0.16522	0.078631	0.28444
ENSMUST00000101324_Dmrtc1b	6	-0.094756	-1.3933	0.032266	0.51765	0.16353	0.98793	0.082146	1.3734	0.040717	0.21477	0.16963	0.40635
ENSMUST00000088459_Gm14685	6	-0.0017343	-0.027398	0.99641	0.99641	0.97814	0.99863	0.097853	1.7587	0.019462	0.16522	0.078631	0.28444
ENSMUST00000112753_Gm15127	6	0.035603	1.0724	0.37388	0.91084	0.28353	0.98793	0.016205	0.55459	0.55314	0.7468	0.57918	0.75503
ENSMUST00000114119_Gm5640	6	-0.020898	-0.64347	0.65173	0.9746	0.51992	0.98793	-0.041921	-1.4666	0.3685	0.60926	0.14247	0.37591
ENSMUST00000114116_Gm5936	6	-0.011652	-0.36649	0.80948	0.98627	0.714	0.98793	-0.049939	-1.7846	0.28656	0.53861	0.074333	0.27911
ENSMUST00000114117_Gm6890	6	-0.09512	-1.7827	0.030474	0.50638	0.074629	0.98793	-0.039571	-0.84275	0.3959	0.62817	0.39937	0.62632
ENSMUST00000166554_Gprasp1	6	-0.12673	-2.3341	0.0071703	0.3	0.019592	0.76266	0.057963	1.2148	0.10781	0.34228	0.22446	0.46376
ENSMUST00000080839_Xlr3c	6	0.009318	0.15601	0.78566	0.97873	0.87602	0.99254	0.0073961	0.1407	0.72497	0.84507	0.88811	0.93858
ENSMUST00000114534_Xlr4a	6	-0.070111	-1.0876	0.1201	0.73858	0.27677	0.98793	-0.011936	-0.21048	0.88092	0.94247	0.8333	0.90264
ENSMUST00000179600_Xlr5a	6	-0.062837	-1.0845	0.16645	0.79268	0.27813	0.98793	0.09957	1.9529	0.017926	0.16522	0.050836	0.22611
ENSMUST00000135742_Xlr5b	6	-0.044337	-0.82866	0.32497	0.89664	0.4073	0.98793	-0.078281	-1.6624	0.097311	0.33447	0.096442	0.31423
ENSMUST00000112581_Nanog	6	0.1376	1.0983	0.0025608	0.25	0.27208	0.98793	-0.60227	-5.4346	0	0	5.4916e-08	6.1271e-06
ENSMUST00000211248_Zfp42	6	-0.015689	-0.42968	0.73803	0.97692	0.66743	0.98793	-0.020404	-0.63498	0.71114	0.83519	0.52544	0.72504
ENSMUST00000099151_Sox2	6	0.0159	0.38257	0.66889	0.9746	0.70204	0.98793	0.035752	0.97752	0.27503	0.52956	0.32831	0.55742
ENSMUST00000161976_Myc	6	-0.014664	-0.20479	0.75749	0.97692	0.83773	0.98793	-0.31352	-4.9677	0	0	6.7754e-07	4.4096e-05
ENSMUST00000132746_Klf4	6	-0.003573	-0.061347	0.97004	0.99556	0.95108	0.99863	-0.24919	-4.8586	0.00025608	0.0083333	1.1824e-06	7.1032e-05
ENSMUST00000116402_Esrrb	3	-0.097545	-0.81533	0.11088	0.7129	0.41489	0.98793	-0.39543	-3.7548	0	0	0.00017349	0.0050185
ENSMUST00000025271_Pou5f1	6	9.4482e-05	0.0010597	0.95826	0.99556	0.99915	1	-0.63957	-8.1465	0	0	3.747e-16	1.4632e-13
ENSMUST00000047577_Prdm14	6	0.092277	0.75856	0.028937	0.5	0.44811	0.98793	-0.77779	-7.2261	0	0	4.9718e-13	7.7659e-11
ENSMUST00000132679_Ctcf	6	-0.02694	-0.49061	0.55032	0.9702	0.6237	0.98793	-0.068858	-1.4249	0.14622	0.39044	0.15417	0.38717
ENSMUST00000021692_Yy1	6	0.05893	1.424	0.14648	0.76779	0.15444	0.98793	0.011684	0.32079	0.64149	0.79243	0.74837	0.8585
ENSMUST00000107234_Eed	6	0.018146	0.39141	0.62945	0.9746	0.69549	0.98793	0.01312	0.32158	0.61665	0.77803	0.74777	0.8585
ENSMUST00000200169_Chd8	6	0.0017725	0.036482	0.92574	0.99556	0.9709	0.99863	0.044324	1.0367	0.19155	0.43743	0.29988	0.52648
ENSMUST00000206071_Kat8	6	-0.096378	-2.0948	0.029449	0.5	0.036185	0.76266	-0.12468	-3.0799	0.015621	0.16522	0.0020708	0.033632
ENSMUST00000037915_Msl1	6	-0.043399	-0.95188	0.33854	0.89664	0.34116	0.98793	-0.050512	-1.2588	0.28143	0.53511	0.2081	0.44408
ENSMUST00000189616_Msl2	6	-0.088165	-1.3571	0.051729	0.64848	0.17475	0.98793	0.15344	2.6848	0.0012804	0.027027	0.0072563	0.070505
ENSMUST00000185912_Kansl3	6	-0.050493	-0.87321	0.2589	0.85633	0.38255	0.98793	-0.10751	-2.1126	0.030218	0.20339	0.034638	0.19186
ENSMUST00000018556_Kansl1	6	-0.034204	-0.66963	0.45198	0.94308	0.50309	0.98793	0.036727	0.81753	0.26556	0.52111	0.41363	0.63834
ENSMUST00000041190_Mcrs1	3	-0.0341	-0.62001	0.58284	0.9746	0.53525	0.98793	0.13299	2.7491	0.029706	0.20339	0.0059763	0.063112
ENSMUST00000078886_Spen	6	-0.0032541	-0.071276	0.97542	0.99556	0.94318	0.99863	-0.061551	-1.532	0.19129	0.43743	0.12553	0.35139
ENSMUST00000005003_Lbr	6	-0.099359	-2.4345	0.024072	0.47	0.014913	0.76266	0.071472	1.9912	0.06146	0.26816	0.046462	0.21491
ENSMUST00000159117_Hnrnpu	6	0.011997	0.25721	0.73956	0.97692	0.79702	0.98793	-0.12314	-2.9991	0.016645	0.16522	0.0027076	0.038447
ENSMUST00000116403_Hnrnpk	6	-0.072221	-1.3783	0.10807	0.7129	0.16811	0.98793	-0.022458	-0.48698	0.66991	0.80184	0.62627	0.78637
ENSMUST00000178110_Dnmt1	6	0.048356	0.92601	0.23201	0.85556	0.35444	0.98793	-0.021873	-0.47591	0.68553	0.81865	0.63414	0.79212
ENSMUST00000121153_Rlim	6	-0.20224	-2.207	0.00076825	0.25	0.027316	0.76266	0.29436	3.6625	0	0	0.0002498	0.0065031
