motif_id	cluster	source_id	tf_name	family_name	motif_type	PMID
M02782_2.00	AC0556	BHLHB3_1	BHLHE41	bHLH	SELEX	23332764
M02783_2.00	AC0556	BHLHE41_1	BHLHE41	bHLH	SELEX	23332764
M02784_2.00	AC0607	BHLHE23_1	BHLHE23	bHLH	SELEX	23332764
M02785_2.00	AC0552	MAX_1	MAX	bHLH	SELEX	23332764
M02786_2.00	AC0552	MAX_2	MAX	bHLH	SELEX	23332764
M02787_2.00	AC0556	ARNTL_1	ARNTL	bHLH	SELEX	23332764
M02788_2.00	AC0556	BHLHB2_1	BHLHE40	bHLH	SELEX	23332764
M02789_2.00	AC0552	CLOCK_1	CLOCK	bHLH	SELEX	23332764
M02790_2.00	AC0552	HEY2_1	HEY2	bHLH	SELEX	23332764
M02791_2.00	AC0552	HEY2_2	HEY2	bHLH	SELEX	23332764
M02792_2.00	AC0556	USF1_1	USF1	bHLH	SELEX	23332764
M02793_2.00	AC0552	HEY1_1	HEY1	bHLH	SELEX	23332764
M02794_2.00	AC0610	MESP1_1	MESP1	bHLH	SELEX	23332764
M02795_2.00	AC0607	NEUROD2_1	NEUROD2	bHLH	SELEX	23332764
M02796_2.00	AC0611	NHLH1_1	NHLH1	bHLH	SELEX	23332764
M02797_2.00	AC0611	NHLH1_2	NHLH1	bHLH	SELEX	23332764
M02798_2.00	AC0607	OLIG3_1	OLIG3	bHLH	SELEX	23332764
M02799_2.00	AC0607	NEUROG2_1	NEUROG2	bHLH	SELEX	23332764
M02800_2.00	AC0607	NEUROG2_2	NEUROG2	bHLH	SELEX	23332764
M02801_2.00	AC0608	MSC_1	MSC	bHLH	SELEX	23332764
M02802_2.00	AC0552	HES7_1	HES7	bHLH	SELEX	23332764
M02803_2.00	AC0607	BHLHA15_1	BHLHA15	bHLH	SELEX	23332764
M02804_2.00	AC0607	BHLHE22_1	BHLHE22	bHLH	SELEX	23332764
M02805_2.00	AC0610	FIGLA_1	FIGLA	bHLH	SELEX	23332764
M02806_2.00	AC0607	OLIG1_1	OLIG1	bHLH	SELEX	23332764
M02807_2.00	AC0610	TCF4_1	TCF4	bHLH	SELEX	23332764
M02808_2.00	AC0610	TCF4_2	TCF4	bHLH	SELEX	23332764
M02809_2.00	AC0552	HES5_1	HES5	bHLH	SELEX	23332764
M02810_2.00	AC0552	HES5_2	HES5	bHLH	SELEX	23332764
M02811_2.00	AC0555	SREBF2_1	SREBF2	bHLH	SELEX	23332764
M02812_2.00	AC0607	OLIG2_1	OLIG2	bHLH	SELEX	23332764
M02813_2.00	AC0607	OLIG2_2	OLIG2	bHLH	SELEX	23332764
M02821_2.00	AC0635	MGA_1	MGA	bHLH,T-box	SELEX	23332764
M02822_2.00	AC0632	MGA_2	MGA	bHLH,T-box	SELEX	23332764
M02823_2.00	AC0632	MGA_3	MGA	bHLH,T-box	SELEX	23332764
M02824_2.00	AC0402	CEBPE_1	CEBPE	bZIP	SELEX	23332764
M02825_2.00	AC0547	XBP1_1	XBP1	bZIP	SELEX	23332764
M02826_2.00	AC0541	XBP1_2	XBP1	bZIP	SELEX	23332764
M02827_2.00	AC0403	DBP_1	DBP	bZIP	SELEX	23332764
M02828_2.00	AC0403	DBP_2	DBP	bZIP	SELEX	23332764
M02829_2.00	AC0547	CREB3_1	CREB3	bZIP	SELEX	23332764
M02830_2.00	AC0541	CREB3_2	CREB3	bZIP	SELEX	23332764
M02831_2.00	AC0403	HLF_1	HLF	bZIP	SELEX	23332764
M02832_2.00	AC0242	NFE2_1	NFE2	bZIP	SELEX	23332764
M02833_2.00	AC0547	BATF3_1	BATF3	bZIP	SELEX	23332764
M02834_2.00	AC0403	ATF4_1	ATF4	bZIP	SELEX	23332764
M02835_2.00	AC0244	NRL_1	NRL	bZIP	SELEX	23332764
M02836_2.00	AC0242	JDP2_1	JDP2	bZIP	SELEX	23332764
M02837_2.00	AC0547	JDP2_2	JDP2	bZIP	SELEX	23332764
M02838_2.00	AC0242	JDP2_3	JDP2	bZIP	SELEX	23332764
M02839_2.00	AC0547	JDP2_4	JDP2	bZIP	SELEX	23332764
M02840_2.00	AC0402	CEBPG_1	CEBPG	bZIP	SELEX	23332764
M02841_2.00	AC0402	CEBPG_2	CEBPG	bZIP	SELEX	23332764
M02842_2.00	AC0541	CREB3L1_1	CREB3L1	bZIP	SELEX	23332764
M02843_2.00	AC0552	CREB3L1_2	CREB3L1	bZIP	SELEX	23332764
M02844_2.00	AC0552	CREB3L1_3	CREB3L1	bZIP	SELEX	23332764
M02845_2.00	AC0541	CREB3L1_4	CREB3L1	bZIP	SELEX	23332764
M02846_2.00	AC0552	CREB3L1_5	CREB3L1	bZIP	SELEX	23332764
M02847_2.00	AC0541	CREB3L1_6	CREB3L1	bZIP	SELEX	23332764
M02848_2.00	AC0403	NFIL3_1	NFIL3	bZIP	SELEX	23332764
M02849_2.00	AC0403	TEF_1	TEF	bZIP	SELEX	23332764
M02850_2.00	AC0403	TEF_2	TEF	bZIP	SELEX	23332764
M02851_2.00	AC0402	CEBPB_1	CEBPB	bZIP	SELEX	23332764
M02852_2.00	AC0402	CEBPB_2	CEBPB	bZIP	SELEX	23332764
M02853_2.00	AC0244	MAFF_1	MAFF	bZIP	SELEX	23332764
M02854_2.00	AC0244	MAFG_1	MAFG	bZIP	SELEX	23332764
M02855_2.00	AC0244	MAFK_1	MAFK	bZIP	SELEX	23332764
M02856_2.00	AC0244	MAFK_2	MAFK	bZIP	SELEX	23332764
M02857_2.00	AC0244	MAFK_3	MAFK	bZIP	SELEX	23332764
M02858_2.00	AC0244	MAFK_4	MAFK	bZIP	SELEX	23332764
M02859_2.00	AC0402	CEBPD_1	CEBPD	bZIP	SELEX	23332764
M02872_2.00	AC0547	ATF7_1	ATF7	bZIP,C2H2 ZF	SELEX	23332764
M02873_2.00	AC0606	SNAI2_1	SNAI2	C2H2 ZF	SELEX	23332764
M02874_2.00	AC0192	PRDM1_1	PRDM1	C2H2 ZF	SELEX	23332764
M02875_2.00	AC0117	GLI2_1	GLI2	C2H2 ZF	SELEX	23332764
M02876_2.00	AC0119	GLI2_2	GLI2	C2H2 ZF	SELEX	23332764
M02877_2.00	AC0059	YY1_1	YY1	C2H2 ZF	SELEX	23332764
M02878_2.00	AC0078	CTCF_1	CTCF	C2H2 ZF	SELEX	23332764
M02879_2.00	AC0108	SP4_1	SP4	C2H2 ZF	SELEX	23332764
M02880_2.00	AC0116	GLIS3_1	GLIS3	C2H2 ZF	SELEX	23332764
M02881_2.00	AC0353	PRDM4_1	PRDM4	C2H2 ZF	SELEX	23332764
M02882_2.00	AC0332	ZNF410_1	ZNF410	C2H2 ZF	SELEX	23332764
M02883_2.00	AC0106	EGR1_1	EGR1	C2H2 ZF	SELEX	23332764
M02884_2.00	AC0106	EGR1_2	EGR1	C2H2 ZF	SELEX	23332764
M02885_2.00	AC0106	EGR2_1	EGR2	C2H2 ZF	SELEX	23332764
M02886_2.00	AC0106	EGR2_2	EGR2	C2H2 ZF	SELEX	23332764
M02887_2.00	AC0116	GLIS2_1	GLIS2	C2H2 ZF	SELEX	23332764
M02888_2.00	AC0108	KLF16_1	KLF16	C2H2 ZF	SELEX	23332764
M02889_2.00	AC0106	EGR4_1	EGR4	C2H2 ZF	SELEX	23332764
M02890_2.00	AC0106	EGR4_2	EGR4	C2H2 ZF	SELEX	23332764
M02891_2.00	AC0114	ZNF740_1	ZNF740	C2H2 ZF	SELEX	23332764
M02892_2.00	AC0114	ZNF740_2	ZNF740	C2H2 ZF	SELEX	23332764
M02893_2.00	AC0077	ZIC1_1	ZIC1	C2H2 ZF	SELEX	23332764
M02894_2.00	AC0077	ZIC3_1	ZIC3	C2H2 ZF	SELEX	23332764
M02895_2.00	AC0119	ZBTB7B_1	ZBTB7B	C2H2 ZF	SELEX	23332764
M02896_2.00	AC0210	BCL6B_1	BCL6B	C2H2 ZF	SELEX	23332764
M02897_2.00	AC0140	ZNF75A_1	ZNF75A	C2H2 ZF	SELEX	23332764
M02898_2.00	AC0108	SP8_1	SP8	C2H2 ZF	SELEX	23332764
M02899_2.00	AC0156	ZNF143_1	ZNF143	C2H2 ZF	SELEX	23332764
M02900_2.00	AC0300	ZNF232_1	ZNF232	C2H2 ZF	SELEX	23332764
M02901_2.00	AC0542	ZBTB49_1	ZBTB49	C2H2 ZF	SELEX	23332764
M02902_2.00	AC0084	HIC2_1	HIC2	C2H2 ZF	SELEX	23332764
M02903_2.00	AC0108	KLF13_1	KLF13	C2H2 ZF	SELEX	23332764
M02904_2.00	AC0139	ZNF282_1	ZNF282	C2H2 ZF	SELEX	23332764
M02905_2.00	AC0133	ZNF524_1	ZNF524	C2H2 ZF	SELEX	23332764
M02906_2.00	AC0133	ZNF524_2	ZNF524	C2H2 ZF	SELEX	23332764
M02907_2.00	AC0234	HINFP1_1	HINFP	C2H2 ZF	SELEX	23332764
M02908_2.00	AC0235	HINFP1_2	HINFP	C2H2 ZF	SELEX	23332764
M02909_2.00	AC0234	HINFP1_3	HINFP	C2H2 ZF	SELEX	23332764
M02910_2.00	AC0108	SP3_1	SP3	C2H2 ZF	SELEX	23332764
M02911_2.00	AC0116	GLIS1_1	GLIS1	C2H2 ZF	SELEX	23332764
M02912_2.00	AC0077	ZIC4_1	ZIC4	C2H2 ZF	SELEX	23332764
M02913_2.00	AC0333	ZNF713_1	ZNF713	C2H2 ZF	SELEX	23332764
M02914_2.00	AC0119	ZBTB7A_1	ZBTB7A	C2H2 ZF	SELEX	23332764
M02915_2.00	AC0106	EGR3_1	EGR3	C2H2 ZF	SELEX	23332764
M02916_2.00	AC0609	ZNF238_1	ZBTB18	C2H2 ZF	SELEX	23332764
M02917_2.00	AC0609	ZNF238_2	ZBTB18	C2H2 ZF	SELEX	23332764
M02918_2.00	AC0322	ZNF784_1	ZNF784	C2H2 ZF	SELEX	23332764
M02919_2.00	AC0132	ZSCAN4_1	ZSCAN4	C2H2 ZF	SELEX	23332764
M02920_2.00	AC0119	ZBTB7C_1	ZBTB7C	C2H2 ZF	SELEX	23332764
M02921_2.00	AC0108	SP1_1	SP1	C2H2 ZF	SELEX	23332764
M02922_2.00	AC0273	MTF1_1	MTF1	C2H2 ZF	SELEX	23332764
M02923_2.00	AC0281	ZNF306_1	ZKSCAN3	C2H2 ZF	SELEX	23332764
M02924_2.00	AC0364	ZNF435_1	ZSCAN16	C2H2 ZF	SELEX	23332764
M02925_2.00	AC0605	SCRT2_1	SCRT2	C2H2 ZF	SELEX	23332764
M02926_2.00	AC0059	YY2_1	YY2	C2H2 ZF	SELEX	23332764
M02927_2.00	AC0059	YY2_2	YY2	C2H2 ZF	SELEX	23332764
M02928_2.00	AC0059	YY2_3	YY2	C2H2 ZF	SELEX	23332764
M02929_2.00	AC0605	SCRT1_1	SCRT1	C2H2 ZF	SELEX	23332764
M02930_2.00	AC0108	KLF14_1	KLF14	C2H2 ZF	SELEX	23332764
M02939_2.00	AC0020	CENPB_1	CENPB	CENPB	SELEX	23332764
M02940_2.00	AC0601	CUX2_1	CUX2	CUT,Homeodomain	SELEX	23332764
M02941_2.00	AC0601	CUX2_2	CUX2	CUT,Homeodomain	SELEX	23332764
M02942_2.00	AC0601	ONECUT2_1	ONECUT2	CUT,Homeodomain	SELEX	23332764
M02943_2.00	AC0601	ONECUT1_1	ONECUT1	CUT,Homeodomain	SELEX	23332764
M02944_2.00	AC0601	ONECUT1_2	ONECUT1	CUT,Homeodomain	SELEX	23332764
M02945_2.00	AC0601	ONECUT3_1	ONECUT3	CUT,Homeodomain	SELEX	23332764
M02946_2.00	AC0601	CUX1_1	CUX1	CUT,Homeodomain	SELEX	23332764
M02947_2.00	AC0601	CUX1_2	CUX1	CUT,Homeodomain	SELEX	23332764
M02948_2.00	AC0601	CUX1_3	CUX1	CUT,Homeodomain	SELEX	23332764
M02949_2.00	AC0087	E2F2_1	E2F2	E2F	SELEX	23332764
M02950_2.00	AC0087	E2F2_2	E2F2	E2F	SELEX	23332764
M02951_2.00	AC0087	E2F2_3	E2F2	E2F	SELEX	23332764
M02952_2.00	AC0087	E2F1_1	E2F1	E2F	SELEX	23332764
M02953_2.00	AC0087	E2F1_2	E2F1	E2F	SELEX	23332764
M02954_2.00	AC0087	E2F1_3	E2F1	E2F	SELEX	23332764
M02955_2.00	AC0087	E2F1_4	E2F1	E2F	SELEX	23332764
M02956_2.00	AC0087	E2F3_1	E2F3	E2F	SELEX	23332764
M02957_2.00	AC0087	E2F3_2	E2F3	E2F	SELEX	23332764
M02958_2.00	AC0087	E2F3_3	E2F3	E2F	SELEX	23332764
M02959_2.00	AC0159	E2F8_1	E2F8	E2F	SELEX	23332764
M02960_2.00	AC0159	E2F7_1	E2F7	E2F	SELEX	23332764
M02961_2.00	AC0087	E2F4_1	E2F4	E2F	SELEX	23332764
M02962_2.00	AC0087	E2F4_2	E2F4	E2F	SELEX	23332764
M02963_2.00	AC0046	EBF1_1	EBF1	EBF1	SELEX	23332764
M02964_2.00	AC0626	ETV1_1	ETV1	Ets	SELEX	23332764
M02965_2.00	AC0622	SPI1_1	SPI1	Ets	SELEX	23332764
M02966_2.00	AC0626	ELF4_1	ELF4	Ets	SELEX	23332764
M02967_2.00	AC0626	ETV2_1	ETV2	Ets	SELEX	23332764
M02968_2.00	AC0626	ERF_1	ERF	Ets	SELEX	23332764
M02969_2.00	AC0626	ELK3_1	ELK3	Ets	SELEX	23332764
M02970_2.00	AC0626	ETV3_1	ETV3	Ets	SELEX	23332764
M02971_2.00	AC0626	ELF1_1	ELF1	Ets	SELEX	23332764
M02972_2.00	AC0626	ELF1_2	ELF1	Ets	SELEX	23332764
M02973_2.00	AC0626	SPDEF_1	SPDEF	Ets	SELEX	23332764
M02974_2.00	AC0563	SPDEF_2	SPDEF	Ets	SELEX	23332764
M02975_2.00	AC0619	SPDEF_3	SPDEF	Ets	SELEX	23332764
M02976_2.00	AC0626	SPDEF_4	SPDEF	Ets	SELEX	23332764
M02977_2.00	AC0563	SPDEF_5	SPDEF	Ets	SELEX	23332764
M02978_2.00	AC0619	SPDEF_6	SPDEF	Ets	SELEX	23332764
M02979_2.00	AC0626	ELK1_1	ELK1	Ets	SELEX	23332764
M02980_2.00	AC0626	ELK1_2	ELK1	Ets	SELEX	23332764
M02981_2.00	AC0626	ELK1_3	ELK1	Ets	SELEX	23332764
M02982_2.00	AC0626	ELK1_4	ELK1	Ets	SELEX	23332764
M02983_2.00	AC0626	ETS1_1	ETS1	Ets	SELEX	23332764
M02984_2.00	AC0626	ETS1_2	ETS1	Ets	SELEX	23332764
M02985_2.00	AC0626	ETS1_3	ETS1	Ets	SELEX	23332764
M02986_2.00	AC0626	ETS1_4	ETS1	Ets	SELEX	23332764
M02987_2.00	AC0626	EHF_1	EHF	Ets	SELEX	23332764
M02988_2.00	AC0626	ELF5_1	ELF5	Ets	SELEX	23332764
M02989_2.00	AC0626	ELF5_2	ELF5	Ets	SELEX	23332764
M02990_2.00	AC0626	ETV6_1	ETV6	Ets	SELEX	23332764
M02991_2.00	AC0626	ETV6_2	ETV6	Ets	SELEX	23332764
M02992_2.00	AC0626	FLI1_1	FLI1	Ets	SELEX	23332764
M02993_2.00	AC0617	FLI1_2	FLI1	Ets	SELEX	23332764
M02994_2.00	AC0626	FLI1_3	FLI1	Ets	SELEX	23332764
M02995_2.00	AC0617	FLI1_4	FLI1	Ets	SELEX	23332764
M02996_2.00	AC0626	GABPA_1	GABPA	Ets	SELEX	23332764
M02997_2.00	AC0626	ERG_1	ERG	Ets	SELEX	23332764
M02998_2.00	AC0617	ERG_2	ERG	Ets	SELEX	23332764
M02999_2.00	AC0626	ERG_3	ERG	Ets	SELEX	23332764
M03000_2.00	AC0617	ERG_4	ERG	Ets	SELEX	23332764
M03001_2.00	AC0626	ELK4_1	ELK4	Ets	SELEX	23332764
M03002_2.00	AC0626	ELF3_1	ELF3	Ets	SELEX	23332764
M03003_2.00	AC0626	ELF3_2	ELF3	Ets	SELEX	23332764
M03004_2.00	AC0626	FEV_1	FEV	Ets	SELEX	23332764
M03005_2.00	AC0622	SPIC_1	SPIC	Ets	SELEX	23332764
M03006_2.00	AC0626	ETV4_1	ETV4	Ets	SELEX	23332764
M03007_2.00	AC0626	ETV5_1	ETV5	Ets	SELEX	23332764
M03008_2.00	AC0622	SPIB_1	SPIB	Ets	SELEX	23332764
M03012_2.00	AC0387	FOXP3_1	FOXP3	Forkhead	SELEX	23332764
M03013_2.00	AC0387	FOXC1_1	FOXC1	Forkhead	SELEX	23332764
M03014_2.00	AC0382	FOXC1_2	FOXC1	Forkhead	SELEX	23332764
M03015_2.00	AC0387	FOXC1_3	FOXC1	Forkhead	SELEX	23332764
M03016_2.00	AC0384	FOXJ2_1	FOXJ2	Forkhead	SELEX	23332764
M03017_2.00	AC0387	FOXJ2_2	FOXJ2	Forkhead	SELEX	23332764
M03018_2.00	AC0387	FOXJ2_3	FOXJ2	Forkhead	SELEX	23332764
M03019_2.00	AC0384	FOXO3_1	FOXO3	Forkhead	SELEX	23332764
M03020_2.00	AC0387	FOXO3_2	FOXO3	Forkhead	SELEX	23332764
M03021_2.00	AC0123	FOXO3_3	FOXO3	Forkhead	SELEX	23332764
M03022_2.00	AC0387	FOXO1_1	FOXO1	Forkhead	SELEX	23332764
M03023_2.00	AC0384	FOXO1_2	FOXO1	Forkhead	SELEX	23332764
M03024_2.00	AC0123	FOXO1_3	FOXO1	Forkhead	SELEX	23332764
M03025_2.00	AC0257	FOXK1_1	FOXK1	Forkhead	SELEX	23332764
M03026_2.00	AC0387	FOXI1_1	FOXI1	Forkhead	SELEX	23332764
M03027_2.00	AC0384	FOXI1_2	FOXI1	Forkhead	SELEX	23332764
M03028_2.00	AC0014	FOXB1_1	FOXB1	Forkhead	SELEX	23332764
M03029_2.00	AC0382	FOXB1_2	FOXB1	Forkhead	SELEX	23332764
M03030_2.00	AC0387	FOXB1_3	FOXB1	Forkhead	SELEX	23332764
M03031_2.00	AC0387	FOXB1_4	FOXB1	Forkhead	SELEX	23332764
M03032_2.00	AC0384	FOXG1_1	FOXG1	Forkhead	SELEX	23332764
M03033_2.00	AC0257	FOXG1_2	FOXG1	Forkhead	SELEX	23332764
M03034_2.00	AC0387	FOXL1_1	FOXL1	Forkhead	SELEX	23332764
M03035_2.00	AC0387	FOXL1_2	FOXL1	Forkhead	SELEX	23332764
M03036_2.00	AC0382	FOXC2_1	FOXC2	Forkhead	SELEX	23332764
M03037_2.00	AC0387	FOXC2_2	FOXC2	Forkhead	SELEX	23332764
M03038_2.00	AC0387	FOXC2_3	FOXC2	Forkhead	SELEX	23332764
M03039_2.00	AC0384	FOXO4_1	FOXO4	Forkhead	SELEX	23332764
M03040_2.00	AC0387	FOXO4_2	FOXO4	Forkhead	SELEX	23332764
M03041_2.00	AC0123	FOXO4_3	FOXO4	Forkhead	SELEX	23332764
M03042_2.00	AC0382	FOXD2_1	FOXD2	Forkhead	SELEX	23332764
M03043_2.00	AC0387	FOXD2_2	FOXD2	Forkhead	SELEX	23332764
M03044_2.00	AC0382	FOXD3_1	FOXD3	Forkhead	SELEX	23332764
M03045_2.00	AC0387	FOXD3_2	FOXD3	Forkhead	SELEX	23332764
M03046_2.00	AC0387	FOXJ3_1	FOXJ3	Forkhead	SELEX	23332764
M03047_2.00	AC0384	FOXJ3_2	FOXJ3	Forkhead	SELEX	23332764
M03048_2.00	AC0387	FOXJ3_3	FOXJ3	Forkhead	SELEX	23332764
M03049_2.00	AC0384	FOXO6_1	FOXO6	Forkhead	SELEX	23332764
M03050_2.00	AC0387	FOXO6_2	FOXO6	Forkhead	SELEX	23332764
M03051_2.00	AC0123	FOXO6_3	FOXO6	Forkhead	SELEX	23332764
M03063_2.00	AC0252	GATA3_1	GATA3	GATA	SELEX	23332764
M03064_2.00	AC0252	GATA3_2	GATA3	GATA	SELEX	23332764
M03065_2.00	AC0252	GATA5_1	GATA5	GATA	SELEX	23332764
M03066_2.00	AC0252	GATA4_1	GATA4	GATA	SELEX	23332764
M03067_2.00	AC0130	GCM2_1	GCM2	GCM	SELEX	23332764
M03068_2.00	AC0130	GCM1_1	GCM1	GCM	SELEX	23332764
M03069_2.00	AC0130	GCM1_2	GCM1	GCM	SELEX	23332764
M03070_2.00	AC0130	GCM1_3	GCM1	GCM	SELEX	23332764
M03071_2.00	AC0351	GRHL1_1	GRHL1	Grainyhead	SELEX	23332764
M03072_2.00	AC0351	GRHL1_2	GRHL1	Grainyhead	SELEX	23332764
M03073_2.00	AC0351	GRHL1_3	GRHL1	Grainyhead	SELEX	23332764
M03074_2.00	AC0351	TFCP2_1	TFCP2	Grainyhead	SELEX	23332764
M03075_2.00	AC0350	TFCP2_2	TFCP2	Grainyhead	SELEX	23332764
M03076_2.00	AC0002	ARX_1	ARX	Homeodomain	SELEX	23332764
M03077_2.00	AC0010	MEOX1_1	MEOX1	Homeodomain	SELEX	23332764
M03078_2.00	AC0010	DLX6_1	DLX6	Homeodomain	SELEX	23332764
M03079_2.00	AC0002	ALX4_1	ALX4	Homeodomain	SELEX	23332764
M03080_2.00	AC0564	GSC2_1	GSC2	Homeodomain	SELEX	23332764
M03081_2.00	AC0010	DLX3_1	DLX3	Homeodomain	SELEX	23332764
M03082_2.00	AC0564	PITX1_1	PITX1	Homeodomain	SELEX	23332764
M03083_2.00	AC0564	PITX1_2	PITX1	Homeodomain	SELEX	23332764
M03084_2.00	AC0564	PITX1_3	PITX1	Homeodomain	SELEX	23332764
M03085_2.00	AC0594	HOXA10_1	HOXA9	Homeodomain	SELEX	23332764
M03086_2.00	AC0590	HOXA10_2	HOXA9	Homeodomain	SELEX	23332764
M03087_2.00	AC0010	VSX1_1	VSX1	Homeodomain	SELEX	23332764
M03088_2.00	AC0009	VSX1_2	VSX1	Homeodomain	SELEX	23332764
M03089_2.00	AC0565	RHOXF1_1	RHOXF1	Homeodomain	SELEX	23332764
M03090_2.00	AC0565	RHOXF1_2	RHOXF1	Homeodomain	SELEX	23332764
M03091_2.00	AC0565	RHOXF1_3	RHOXF1	Homeodomain	SELEX	23332764
M03092_2.00	AC0565	RHOXF1_4	RHOXF1	Homeodomain	SELEX	23332764
M03093_2.00	AC0612	MEIS3_1	MEIS3	Homeodomain	SELEX	23332764
M03094_2.00	AC0613	MEIS3_2	MEIS3	Homeodomain	SELEX	23332764
M03095_2.00	AC0010	DLX5_1	DLX5	Homeodomain	SELEX	23332764
M03096_2.00	AC0010	HOXA1_1	HOXA1	Homeodomain	SELEX	23332764
M03097_2.00	AC0010	HOXA2_1	HOXA2	Homeodomain	SELEX	23332764
M03098_2.00	AC0591	HOXA13_1	HOXA13	Homeodomain	SELEX	23332764
M03099_2.00	AC0594	HOXA13_2	HOXA13	Homeodomain	SELEX	23332764
M03100_2.00	AC0591	HOXA13_3	HOXA13	Homeodomain	SELEX	23332764
M03101_2.00	AC0594	HOXA13_4	HOXA13	Homeodomain	SELEX	23332764
M03102_2.00	AC0010	EVX1_1	EVX1	Homeodomain	SELEX	23332764
M03103_2.00	AC0010	MEOX2_1	MEOX2	Homeodomain	SELEX	23332764
M03104_2.00	AC0010	MEOX2_2	MEOX2	Homeodomain	SELEX	23332764
M03105_2.00	AC0006	MEOX2_3	MEOX2	Homeodomain	SELEX	23332764
M03106_2.00	AC0010	LHX2_1	LHX2	Homeodomain	SELEX	23332764
M03107_2.00	AC0010	LHX2_2	LHX2	Homeodomain	SELEX	23332764
M03108_2.00	AC0010	LHX6_1	LHX6	Homeodomain	SELEX	23332764
M03109_2.00	AC0010	LHX6_2	LHX6	Homeodomain	SELEX	23332764
M03110_2.00	AC0614	LHX6_3	LHX6	Homeodomain	SELEX	23332764
M03111_2.00	AC0564	PITX3_1	PITX3	Homeodomain	SELEX	23332764
M03112_2.00	AC0010	DLX4_1	DLX4	Homeodomain	SELEX	23332764
M03113_2.00	AC0002	PHOX2B_1	PHOX2B	Homeodomain	SELEX	23332764
M03114_2.00	AC0002	PHOX2B_2	PHOX2B	Homeodomain	SELEX	23332764
M03115_2.00	AC0590	CDX1_1	CDX1	Homeodomain	SELEX	23332764
M03116_2.00	AC0565	OTX1_1	OTX1	Homeodomain	SELEX	23332764
M03117_2.00	AC0564	OTX1_2	OTX1	Homeodomain	SELEX	23332764
M03118_2.00	AC0010	DLX2_1	DLX2	Homeodomain	SELEX	23332764
M03119_2.00	AC0010	VAX2_1	VAX2	Homeodomain	SELEX	23332764
M03120_2.00	AC0010	PRRX1_1	PRRX1	Homeodomain	SELEX	23332764
M03121_2.00	AC0010	PRRX1_2	PRRX1	Homeodomain	SELEX	23332764
M03122_2.00	AC0002	PRRX1_3	PRRX1	Homeodomain	SELEX	23332764
M03123_2.00	AC0613	TGIF2_1	TGIF2	Homeodomain	SELEX	23332764
M03124_2.00	AC0010	VSX2_1	VSX2	Homeodomain	SELEX	23332764
M03125_2.00	AC0010	HOXB5_1	HOXB5	Homeodomain	SELEX	23332764
M03126_2.00	AC0010	HOXB3_1	HOXB3	Homeodomain	SELEX	23332764
M03127_2.00	AC0010	MSX2_1	MSX2	Homeodomain	SELEX	23332764
M03128_2.00	AC0010	MSX2_2	MSX2	Homeodomain	SELEX	23332764
M03129_2.00	AC0591	HOXC13_1	HOXC13	Homeodomain	SELEX	23332764
M03130_2.00	AC0594	HOXC13_2	HOXC13	Homeodomain	SELEX	23332764
M03131_2.00	AC0594	HOXC11_1	HOXC11	Homeodomain	SELEX	23332764
M03132_2.00	AC0590	HOXC11_2	HOXC11	Homeodomain	SELEX	23332764
M03133_2.00	AC0594	HOXC11_3	HOXC11	Homeodomain	SELEX	23332764
M03134_2.00	AC0590	HOXC11_4	HOXC11	Homeodomain	SELEX	23332764
M03135_2.00	AC0590	HOXC12_1	HOXC12	Homeodomain	SELEX	23332764
M03136_2.00	AC0594	HOXC12_2	HOXC12	Homeodomain	SELEX	23332764
M03137_2.00	AC0010	ESX1_1	ESX1	Homeodomain	SELEX	23332764
M03138_2.00	AC0010	ESX1_2	ESX1	Homeodomain	SELEX	23332764
M03139_2.00	AC0594	HOXD11_1	HOXD11	Homeodomain	SELEX	23332764
M03140_2.00	AC0590	HOXD11_2	HOXD11	Homeodomain	SELEX	23332764
M03141_2.00	AC0591	HOXD13_1	HOXD13	Homeodomain	SELEX	23332764
M03142_2.00	AC0594	HOXD13_2	HOXD13	Homeodomain	SELEX	23332764
M03143_2.00	AC0010	MNX1_1	MNX1	Homeodomain	SELEX	23332764
M03144_2.00	AC0007	BARX1_1	BARX1	Homeodomain	SELEX	23332764
M03145_2.00	AC0010	BARX1_2	BARX1	Homeodomain	SELEX	23332764
M03146_2.00	AC0564	GSC_1	GSC	Homeodomain	SELEX	23332764
M03147_2.00	AC0613	MEIS2_1	MEIS2	Homeodomain	SELEX	23332764
M03148_2.00	AC0612	MEIS2_2	MEIS2	Homeodomain	SELEX	23332764
M03149_2.00	AC0010	RAX_1	RAX	Homeodomain	SELEX	23332764
M03150_2.00	AC0003	HNF1A_1	HNF1A	Homeodomain	SELEX	23332764
M03151_2.00	AC0010	EMX1_1	EMX1	Homeodomain	SELEX	23332764
M03152_2.00	AC0009	EMX1_2	EMX1	Homeodomain	SELEX	23332764
M03153_2.00	AC0010	LMX1B_1	LMX1B	Homeodomain	SELEX	23332764
M03154_2.00	AC0010	LMX1B_2	LMX1B	Homeodomain	SELEX	23332764
M03155_2.00	AC0010	PDX1_1	PDX1	Homeodomain	SELEX	23332764
M03156_2.00	AC0010	PDX1_2	PDX1	Homeodomain	SELEX	23332764
M03157_2.00	AC0572	BARHL2_1	BARHL2	Homeodomain	SELEX	23332764
M03158_2.00	AC0010	BARHL2_2	BARHL2	Homeodomain	SELEX	23332764
M03159_2.00	AC0571	BARHL2_3	BARHL2	Homeodomain	SELEX	23332764
