gene	transcript	chromosome	strand	source	TSS	cluster	id
Pbx2	ENSMUST00000174532.1	chr17	+	HAVANA	34593395	p3	Pbx2_p3
Peg3	ENSMUST00000239104.1	chr7	-	HAVANA	6730421	p1	Peg3_p1
Peg3	ENSMUST00000051209.10	chr7	-	HAVANA	6730421	p1	Peg3_p1
Peg3	ENSMUST00000150182.7	chr7	-	HAVANA	6730419	p1	Peg3_p1
Peg3	ENSMUST00000155910.2	chr7	-	HAVANA	6730431	p1	Peg3_p1
Phb	ENSMUST00000125172.7	chr11	+	HAVANA	95666957	p1	Phb_p1
Phb	ENSMUST00000123071.1	chr11	+	HAVANA	95667000	p1	Phb_p1
Phb	ENSMUST00000127031.1	chr11	+	HAVANA	95667010	p1	Phb_p1
Phb	ENSMUST00000036374.5	chr11	+	HAVANA	95667064	p1	Phb_p1
Pias1	ENSMUST00000098651.5	chr9	-	HAVANA	62980879	p1	Pias1_p1
Pias1	ENSMUST00000214830.1	chr9	-	HAVANA	62980883	p1	Pias1_p1
Pias1	ENSMUST00000216209.1	chr9	-	HAVANA	62987924	p2	Pias1_p2
Pias2	ENSMUST00000114777.9	chr18	+	HAVANA	77065208	p1	Pias2_p1
Pias2	ENSMUST00000235135.1	chr18	+	HAVANA	77065245	p1	Pias2_p1
Pias2	ENSMUST00000114776.3	chr18	+	HAVANA	77065690	p2	Pias2_p2
Pias2	ENSMUST00000168882.8	chr18	+	HAVANA	77065819	p2	Pias2_p2
Pias3	ENSMUST00000107076.9	chr3	+	HAVANA	96696384	p1	Pias3_p1
Pias3	ENSMUST00000162934.7	chr3	+	HAVANA	96696442	p1	Pias3_p1
Pias3	ENSMUST00000162778.2	chr3	+	HAVANA	96697076	p2	Pias3_p2
Pias3	ENSMUST00000064900.15	chr3	+	HAVANA	96697083	p2	Pias3_p2
Pias3	ENSMUST00000107077.3	chr3	+	HAVANA	96697117	p2	Pias3_p2
Pias3	ENSMUST00000176288.1	chr3	+	HAVANA	96697133	p2	Pias3_p2
Pias3	ENSMUST00000176302.7	chr3	+	HAVANA	96697194	p2	Pias3_p2
Pias4	ENSMUST00000005064.13	chr10	-	HAVANA	81167923	p1	Pias4_p1
Pias4	ENSMUST00000129549.1	chr10	-	HAVANA	81167714	p1	Pias4_p1
Pitx2	ENSMUST00000174661.8	chr3	+	HAVANA	129199878	p1	Pitx2_p1
Pitx2	ENSMUST00000029657.15	chr3	+	HAVANA	129199922	p1	Pitx2_p1
Pitx2	ENSMUST00000106382.10	chr3	+	HAVANA	129199926	p1	Pitx2_p1
Pitx2	ENSMUST00000173645.3	chr3	+	HAVANA	129199969	p1	Pitx2_p1
Pitx2	ENSMUST00000172645.7	chr3	+	HAVANA	129203947	p2	Pitx2_p2
Pitx2	ENSMUST00000187145.1	chr3	+	HAVANA	129213932	p3	Pitx2_p3
Pitx2	ENSMUST00000042587.11	chr3	+	HAVANA	129213972	p3	Pitx2_p3
Pitx2	ENSMUST00000174623.2	chr3	+	HAVANA	129214275	p3	Pitx2_p3
Pknox1	ENSMUST00000097352.10	chr17	+	HAVANA	31564734	p1	Pknox1_p1
Pknox1	ENSMUST00000176895.1	chr17	+	HAVANA	31564759	p1	Pknox1_p1
Pknox1	ENSMUST00000237248.1	chr17	+	HAVANA	31564807	p1	Pknox1_p1
Pknox1	ENSMUST00000235869.1	chr17	+	HAVANA	31564816	p1	Pknox1_p1
Pknox1	ENSMUST00000175806.8	chr17	+	HAVANA	31564862	p1	Pknox1_p1
Pknox1	ENSMUST00000235401.1	chr17	+	HAVANA	31564865	p1	Pknox1_p1
Plagl1	ENSMUST00000193426.5	chr10	+	HAVANA	13060504	p1	Plagl1_p1
Plagl1	ENSMUST00000123135.7	chr10	+	HAVANA	13090691	p2	Plagl1_p2
Plagl1	ENSMUST00000135095.7	chr10	+	HAVANA	13090712	p2	Plagl1_p2
Plagl1	ENSMUST00000124252.7	chr10	+	HAVANA	13090788	p2	Plagl1_p2
Plagl1	ENSMUST00000121646.7	chr10	+	HAVANA	13090788	p2	Plagl1_p2
Plagl1	ENSMUST00000129989.7	chr10	+	HAVANA	13090832	p2	Plagl1_p2
Plagl1	ENSMUST00000150773.7	chr10	+	HAVANA	13090832	p2	Plagl1_p2
Plagl1	ENSMUST00000130894.7	chr10	+	HAVANA	13090832	p2	Plagl1_p2
Plagl1	ENSMUST00000130449.7	chr10	+	HAVANA	13090832	p2	Plagl1_p2
Plagl1	ENSMUST00000144437.7	chr10	+	HAVANA	13090832	p2	Plagl1_p2
Plagl1	ENSMUST00000139262.7	chr10	+	HAVANA	13090832	p2	Plagl1_p2
Plagl1	ENSMUST00000149881.7	chr10	+	HAVANA	13090832	p2	Plagl1_p2
Plagl1	ENSMUST00000138433.7	chr10	+	HAVANA	13090832	p2	Plagl1_p2
Plagl1	ENSMUST00000135826.7	chr10	+	HAVANA	13090832	p2	Plagl1_p2
Plagl1	ENSMUST00000141068.7	chr10	+	HAVANA	13090832	p2	Plagl1_p2
Plagl1	ENSMUST00000135261.7	chr10	+	HAVANA	13090832	p2	Plagl1_p2
Plagl1	ENSMUST00000126880.7	chr10	+	HAVANA	13090832	p2	Plagl1_p2
Plagl1	ENSMUST00000121325.7	chr10	+	HAVANA	13090832	p2	Plagl1_p2
Plagl1	ENSMUST00000121766.7	chr10	+	HAVANA	13090835	p2	Plagl1_p2
Plagl1	ENSMUST00000130638.7	chr10	+	HAVANA	13090841	p2	Plagl1_p2
Plagl1	ENSMUST00000141944.7	chr10	+	HAVANA	13090874	p2	Plagl1_p2
Plagl1	ENSMUST00000130800.7	chr10	+	HAVANA	13090874	p2	Plagl1_p2
Plagl1	ENSMUST00000143582.7	chr10	+	HAVANA	13091013	p2	Plagl1_p2
Platr25	ENSMUST00000220733.1	chr13	-	HAVANA	62760700	p2	Platr25_p2
Platr25	ENSMUST00000222477.1	chr13	-	HAVANA	62712753	p3	Platr25_p3
Platr25	ENSMUST00000143260.1	chr13	-	HAVANA	62726689	p4	Platr25_p4
Platr25	ENSMUST00000222303.1	chr13	-	HAVANA	62760709	p2	Platr25_p2
Platr25	ENSMUST00000220864.1	chr13	-	HAVANA	62760692	p2	Platr25_p2
Plscr1	ENSMUST00000093801.9	chr9	+	HAVANA	92249750	p1	Plscr1_p1
Plscr1	ENSMUST00000186364.1	chr9	+	HAVANA	92250342	p2	Plscr1_p2
Pms1	ENSMUST00000027267.13	chr1	-	HAVANA	53297018	p1	Pms1_p1
Pms1	ENSMUST00000135246.7	chr1	-	HAVANA	53297017	p1	Pms1_p1
Pms1	ENSMUST00000142922.1	chr1	-	HAVANA	53296967	p1	Pms1_p1
Pms1	ENSMUST00000128337.7	chr1	-	HAVANA	53296975	p1	Pms1_p1
Pms1	ENSMUST00000126590.1	chr1	-	HAVANA	53297015	p1	Pms1_p1
Pms1	ENSMUST00000126412.1	chr1	-	HAVANA	53297015	p1	Pms1_p1
Pms1	ENSMUST00000188890.1	chr1	-	HAVANA	53297015	p1	Pms1_p1
Pou2f1	ENSMUST00000160260.8	chr1	-	HAVANA	166002678	p1	Pou2f1_p1
Pou2f1	ENSMUST00000111429.10	chr1	-	HAVANA	166002609	p1	Pou2f1_p1
Pou2f1	ENSMUST00000184643.7	chr1	-	HAVANA	166002618	p1	Pou2f1_p1
Pou2f1	ENSMUST00000160908.7	chr1	-	HAVANA	166002622	p1	Pou2f1_p1
Pou2f1	ENSMUST00000027850.14	chr1	-	HAVANA	166002629	p1	Pou2f1_p1
Pou2f1	ENSMUST00000177472.1	chr1	-	HAVANA	166002615	p1	Pou2f1_p1
Pou2f1	ENSMUST00000177358.7	chr1	-	HAVANA	166002613	p1	Pou2f1_p1
Pou2f1	ENSMUST00000176101.1	chr1	-	HAVANA	166002629	p1	Pou2f1_p1
Pou2f1	ENSMUST00000176800.1	chr1	-	HAVANA	166002609	p1	Pou2f1_p1
Pou5f1	ENSMUST00000025271.16	chr17	+	HAVANA	35506018	p1	Pou5f1_p1
Pou5f1	ENSMUST00000172651.7	chr17	+	HAVANA	35508805	p2	Pou5f1_p2
Pou5f1	ENSMUST00000173805.7	chr17	+	HAVANA	35508807	p2	Pou5f1_p2
Pou5f1	ENSMUST00000173256.7	chr17	+	HAVANA	35508817	p2	Pou5f1_p2
Pou5f1	ENSMUST00000174782.1	chr17	+	HAVANA	35508821	p2	Pou5f1_p2
Prdm2	ENSMUST00000105778.7	chr4	-	HAVANA	143212705	p1	Prdm2_p1
Prdm2	ENSMUST00000134791.1	chr4	-	HAVANA	143212709	p1	Prdm2_p1
Prdm2	ENSMUST00000156909.1	chr4	-	HAVANA	143212995	p1	Prdm2_p1
Prdm4	ENSMUST00000220032.1	chr10	-	HAVANA	85916986	p1	Prdm4_p1
Prdm4	ENSMUST00000219370.1	chr10	-	HAVANA	85916656	p1	Prdm4_p1
Prdm4	ENSMUST00000037646.8	chr10	-	HAVANA	85916926	p1	Prdm4_p1
Prdm4	ENSMUST00000218289.1	chr10	-	HAVANA	85917142	p1	Prdm4_p1
Prdm4	ENSMUST00000218969.1	chr10	-	HAVANA	85917138	p1	Prdm4_p1
Prdm5	ENSMUST00000031976.13	chr6	+	HAVANA	65778988	p1	Prdm5_p1
Prdm5	ENSMUST00000173538.1	chr6	+	HAVANA	65779022	p1	Prdm5_p1
Prdm5	ENSMUST00000081219.13	chr6	+	HAVANA	65779022	p1	Prdm5_p1
Prdm5	ENSMUST00000031973.12	chr6	+	HAVANA	65779025	p1	Prdm5_p1
Prdm5	ENSMUST00000205168.1	chr6	+	HAVANA	65779094	p1	Prdm5_p1
Prdm5	ENSMUST00000172638.1	chr6	+	HAVANA	65779101	p1	Prdm5_p1
Preb	ENSMUST00000074840.11	chr5	-	HAVANA	30960361	p1	Preb_p1
Preb	ENSMUST00000202567.1	chr5	-	HAVANA	30960280	p1	Preb_p1
Preb	ENSMUST00000202472.1	chr5	-	HAVANA	30956183	p2	Preb_p2
Preb	ENSMUST00000200836.1	chr5	-	HAVANA	30960270	p1	Preb_p1
Preb	ENSMUST00000201730.1	chr5	-	HAVANA	30959555	p3	Preb_p3
Preb	ENSMUST00000202445.1	chr5	-	HAVANA	30960252	p1	Preb_p1
Preb	ENSMUST00000202593.1	chr5	-	HAVANA	30960262	p1	Preb_p1
Rara	ENSMUST00000107475.8	chr11	+	HAVANA	98937698	p1	Rara_p1
Rara	ENSMUST00000068133.9	chr11	+	HAVANA	98937718	p1	Rara_p1
Rara	ENSMUST00000139399.1	chr11	+	HAVANA	98938328	p2	Rara_p2
Rarg	ENSMUST00000043172.14	chr15	-	HAVANA	102257517	p1	Rarg_p1
Rarg	ENSMUST00000063339.13	chr15	-	HAVANA	102246500	p2	Rarg_p2
Rarg	ENSMUST00000135466.1	chr15	-	HAVANA	102257349	p1	Rarg_p1
Rarg	ENSMUST00000155563.1	chr15	-	HAVANA	102250346	p3	Rarg_p3
Rbak	ENSMUST00000049861.10	chr5	-	HAVANA	143180730	p1	Rbak_p1
Rbak	ENSMUST00000165318.3	chr5	-	HAVANA	143180775	p1	Rbak_p1
Rbak	ENSMUST00000199880.1	chr5	-	HAVANA	143180732	p1	Rbak_p1
Rbck1	ENSMUST00000109847.8	chr2	-	HAVANA	152332412	p1	Rbck1_p1
Rbck1	ENSMUST00000028964.13	chr2	-	HAVANA	152332653	p1	Rbck1_p1
Rbck1	ENSMUST00000129590.1	chr2	-	HAVANA	152332384	p1	Rbck1_p1
Rbpj	ENSMUST00000201991.3	chr5	+	HAVANA	53466152	p1	Rbpj_p1
Rbpj	ENSMUST00000201721.1	chr5	+	HAVANA	53555706	p2	Rbpj_p2
Rbpj	ENSMUST00000087360.8	chr5	+	HAVANA	53555834	p2	Rbpj_p2
Rbpj	ENSMUST00000113865.4	chr5	+	HAVANA	53590471	p3	Rbpj_p3
Rbpj	ENSMUST00000201883.3	chr5	+	HAVANA	53590981	p4	Rbpj_p4
Rcor1	ENSMUST00000084968.13	chr12	+	HAVANA	111039351	p1	Rcor1_p1
Rcor1	ENSMUST00000116388.3	chr12	+	ENSEMBL	111039798	p1	Rcor1_p1
Rcor2	ENSMUST00000140442.7	chr19	+	HAVANA	7267325	p1	Rcor2_p1
Rcor2	ENSMUST00000066646.11	chr19	+	HAVANA	7268279	p2	Rcor2_p2
Rcor2	ENSMUST00000113369.2	chr19	+	ENSEMBL	7269764	p3	Rcor2_p3
Rela	ENSMUST00000025867.5	chr19	+	HAVANA	5637483	p1	Rela_p1
Rela	ENSMUST00000238000.1	chr19	+	HAVANA	5637719	p1	Rela_p1
Rela	ENSMUST00000237838.1	chr19	+	HAVANA	5637829	p1	Rela_p1
Rela	ENSMUST00000236300.1	chr19	+	HAVANA	5637933	p1	Rela_p1
Rela	ENSMUST00000238126.1	chr19	+	HAVANA	5637944	p1	Rela_p1
Rela	ENSMUST00000237863.1	chr19	+	HAVANA	5637959	p1	Rela_p1
Relb	ENSMUST00000130543.7	chr7	-	HAVANA	19628784	p1	Relb_p1
Relb	ENSMUST00000153309.7	chr7	-	HAVANA	19628473	p1	Relb_p1
Relb	ENSMUST00000141586.1	chr7	-	HAVANA	19628434	p1	Relb_p1
Repin1	ENSMUST00000154010.7	chr6	+	HAVANA	48593883	p1	Repin1_p1
Repin1	ENSMUST00000009420.14	chr6	+	ENSEMBL	48593883	p1	Repin1_p1
Repin1	ENSMUST00000163452.6	chr6	+	ENSEMBL	48593883	p1	Repin1_p1
Repin1	ENSMUST00000118229.1	chr6	+	HAVANA	48593891	p1	Repin1_p1
Repin1	ENSMUST00000135151.2	chr6	+	HAVANA	48593900	p1	Repin1_p1
Repin1	ENSMUST00000130896.1	chr6	+	HAVANA	48593940	p1	Repin1_p1
Repin1	ENSMUST00000150030.1	chr6	+	HAVANA	48594319	p1	Repin1_p1
Rest	ENSMUST00000080359.11	chr5	+	HAVANA	77265491	p1	Rest_p1
Rest	ENSMUST00000113449.1	chr5	+	HAVANA	77266196	p2	Rest_p2
Rex2	ENSMUST00000075775.5	chr4	+	HAVANA	147021850	p1	Rex2_p1
Rex2	ENSMUST00000150197.1	chr4	+	HAVANA	147021878	p1	Rex2_p1
Rfx2	ENSMUST00000086801.6	chr17	-	HAVANA	56831013	p1	Rfx2_p1
Rfx2	ENSMUST00000002444.14	chr17	-	HAVANA	56831008	p1	Rfx2_p1
Rfx2	ENSMUST00000233000.1	chr17	-	HAVANA	56830971	p1	Rfx2_p1
Rfx2	ENSMUST00000233643.1	chr17	-	HAVANA	56830939	p1	Rfx2_p1
Rhox9	ENSMUST00000170643.3	chrX	-	HAVANA	37901704	p1	Rhox9_p1
Rhox9	ENSMUST00000089062.7	chrX	-	HAVANA	37901770	p1	Rhox9_p1
Rif1	ENSMUST00000112693.9	chr2	+	HAVANA	52072832	p1	Rif1_p1
Rif1	ENSMUST00000126218.2	chr2	+	HAVANA	52073072	p1	Rif1_p1
Rlf	ENSMUST00000056635.12	chr4	-	HAVANA	121215084	p1	Rlf_p1
Rlf	ENSMUST00000222814.1	chr4	-	HAVANA	121215084	p1	Rlf_p1
Rlim	ENSMUST00000121153.7	chrX	-	HAVANA	103981284	p1	Rlim_p1
Rlim	ENSMUST00000070705.5	chrX	-	HAVANA	103981284	p1	Rlim_p1
Rlim	ENSMUST00000135101.1	chrX	-	HAVANA	103981284	p1	Rlim_p1
Rxra	ENSMUST00000129514.7	chr2	+	HAVANA	27676440	p1	Rxra_p1
Rxra	ENSMUST00000077257.11	chr2	+	HAVANA	27677201	p2	Rxra_p2
Rxra	ENSMUST00000166775.7	chr2	+	ENSEMBL	27677262	p2	Rxra_p2
Rxrb	ENSMUST00000044858.15	chr17	+	HAVANA	34031812	p1	Rxrb_p1
Rxrb	ENSMUST00000173554.8	chr17	+	HAVANA	34031816	p1	Rxrb_p1
Rxrb	ENSMUST00000174299.8	chr17	+	HAVANA	34031852	p1	Rxrb_p1
Rxrb	ENSMUST00000173354.8	chr17	+	HAVANA	34032196	p2	Rxrb_p2
Rxrb	ENSMUST00000116612.2	chr17	+	HAVANA	34032401	p2	Rxrb_p2
Sall2	ENSMUST00000135523.4	chr14	-	HAVANA	52316323	p1	Sall2_p1
Sall2	ENSMUST00000058326.5	chr14	-	HAVANA	52328762	p2	Sall2_p2
Sall4	ENSMUST00000075044.9	chr2	-	HAVANA	168767029	p1	Sall4_p1
Sall4	ENSMUST00000029061.11	chr2	-	HAVANA	168767201	p1	Sall4_p1
Sall4	ENSMUST00000103074.1	chr2	-	HAVANA	168767201	p1	Sall4_p1
Sall4	ENSMUST00000125138.1	chr2	-	HAVANA	168767943	p2	Sall4_p2
Sall4	ENSMUST00000130640.1	chr2	-	HAVANA	168767117	p1	Sall4_p1
Setdb1	ENSMUST00000124638.7	chr3	-	HAVANA	95357155	p1	Setdb1_p1
Setdb1	ENSMUST00000107171.9	chr3	-	HAVANA	95357156	p1	Setdb1_p1
Setdb1	ENSMUST00000015841.11	chr3	-	HAVANA	95357200	p1	Setdb1_p1
Setdb1	ENSMUST00000107170.2	chr3	-	HAVANA	95357202	p1	Setdb1_p1
Setdb1	ENSMUST00000132468.1	chr3	-	HAVANA	95357156	p1	Setdb1_p1
Setdb1	ENSMUST00000152260.1	chr3	-	HAVANA	95357089	p1	Setdb1_p1
Setdb2	ENSMUST00000161459.7	chr14	-	HAVANA	59440884	p1	Setdb2_p1
Setdb2	ENSMUST00000095775.9	chr14	-	ENSEMBL	59440877	p1	Setdb2_p1
Setdb2	ENSMUST00000111253.2	chr14	-	HAVANA	59440875	p1	Setdb2_p1
Setdb2	ENSMUST00000160904.1	chr14	-	HAVANA	59440873	p1	Setdb2_p1
Six1	ENSMUST00000050029.7	chr12	-	HAVANA	73047179	p1	Six1_p1
Six1	ENSMUST00000176091.1	chr12	-	HAVANA	73053887	p2	Six1_p2
Six1	ENSMUST00000175677.1	chr12	-	HAVANA	73045291	p3	Six1_p3
Six4	ENSMUST00000043208.7	chr12	-	HAVANA	73113425	p1	Six4_p1
Six4	ENSMUST00000175693.2	chr12	-	HAVANA	73113456	p1	Six4_p1
Smad2	ENSMUST00000168423.8	chr18	+	HAVANA	76241580	p1	Smad2_p1
Smad2	ENSMUST00000091831.12	chr18	+	HAVANA	76241701	p1	Smad2_p1
Smad2	ENSMUST00000171256.7	chr18	+	HAVANA	76242046	p2	Smad2_p2
Smad2	ENSMUST00000172198.7	chr18	+	HAVANA	76242174	p2	Smad2_p2
Smad5	ENSMUST00000069557.13	chr13	+	HAVANA	56703010	p1	Smad5_p1
Smad5	ENSMUST00000138677.7	chr13	+	HAVANA	56703039	p1	Smad5_p1
Smad5	ENSMUST00000109876.7	chr13	+	HAVANA	56703052	p1	Smad5_p1
Smad5	ENSMUST00000132302.1	chr13	+	HAVANA	56703066	p1	Smad5_p1
Smad5	ENSMUST00000109874.1	chr13	+	HAVANA	56703668	p2	Smad5_p2
Smarcal1	ENSMUST00000145868.7	chr1	+	HAVANA	72583251	p1	Smarcal1_p1
Smarcal1	ENSMUST00000133123.7	chr1	+	HAVANA	72583251	p1	Smarcal1_p1
Smarcal1	ENSMUST00000152814.7	chr1	+	HAVANA	72583251	p1	Smarcal1_p1
Smarcal1	ENSMUST00000156797.7	chr1	+	HAVANA	72583251	p1	Smarcal1_p1
Smarcal1	ENSMUST00000136498.7	chr1	+	HAVANA	72583251	p1	Smarcal1_p1
Smarcal1	ENSMUST00000047615.14	chr1	+	HAVANA	72583251	p1	Smarcal1_p1
Smarcal1	ENSMUST00000152225.1	chr1	+	HAVANA	72583615	p1	Smarcal1_p1
Smarcc1	ENSMUST00000098355.5	chr9	+	HAVANA	110117708	p1	Smarcc1_p1
Smarcc1	ENSMUST00000088716.11	chr9	+	HAVANA	110131980	p2	Smarcc1_p2
Smarcc1	ENSMUST00000197480.4	chr9	+	HAVANA	110132037	p2	Smarcc1_p2
Smarcc1	ENSMUST00000200237.4	chr9	+	HAVANA	110132037	p2	Smarcc1_p2
Smarcc1	ENSMUST00000197984.4	chr9	+	HAVANA	110132037	p2	Smarcc1_p2
Smarcc1	ENSMUST00000199896.1	chr9	+	HAVANA	110132037	p2	Smarcc1_p2
Smarce1	ENSMUST00000103133.3	chr11	-	HAVANA	99231017	p1	Smarce1_p1
Smarce1	ENSMUST00000135040.7	chr11	-	HAVANA	99230445	p2	Smarce1_p2
Smarce1	ENSMUST00000128707.7	chr11	-	HAVANA	99230413	p2	Smarce1_p2
Smarce1	ENSMUST00000128215.1	chr11	-	HAVANA	99230446	p2	Smarce1_p2
Snapc4	ENSMUST00000114115.8	chr2	-	HAVANA	26380649	p1	Snapc4_p1
Snapc4	ENSMUST00000035427.10	chr2	-	ENSEMBL	26380653	p1	Snapc4_p1
Snapc4	ENSMUST00000149850.7	chr2	-	HAVANA	26380632	p1	Snapc4_p1
Snapc4	ENSMUST00000150121.1	chr2	-	HAVANA	26380635	p1	Snapc4_p1
Snapc4	ENSMUST00000124843.1	chr2	-	HAVANA	26380653	p1	Snapc4_p1
Snapc4	ENSMUST00000155643.1	chr2	-	HAVANA	26380626	p1	Snapc4_p1
Son	ENSMUST00000117633.7	chr16	+	HAVANA	91647506	p1	Son_p1
Son	ENSMUST00000119368.7	chr16	+	HAVANA	91647879	p1	Son_p1
Son	ENSMUST00000140312.7	chr16	+	HAVANA	91647879	p1	Son_p1
Son	ENSMUST00000114037.8	chr16	+	HAVANA	91647879	p1	Son_p1
Son	ENSMUST00000114036.8	chr16	+	HAVANA	91647880	p1	Son_p1
Son	ENSMUST00000122302.7	chr16	+	HAVANA	91647885	p1	Son_p1
Sox12	ENSMUST00000182625.1	chr2	-	HAVANA	152398063	p1	Sox12_p1
Sox12	ENSMUST00000063332.8	chr2	-	ENSEMBL	152398046	p1	Sox12_p1
Sp1	ENSMUST00000170884.7	chr15	+	HAVANA	102406143	p1	Sp1_p1
Sp1	ENSMUST00000163709.7	chr15	+	HAVANA	102406333	p1	Sp1_p1
Sp1	ENSMUST00000001326.6	chr15	+	HAVANA	102406380	p1	Sp1_p1
Sp1	ENSMUST00000165837.7	chr15	+	HAVANA	102406755	p2	Sp1_p2
Sp1	ENSMUST00000169619.1	chr15	+	HAVANA	102407269	p3	Sp1_p3
Sp1	ENSMUST00000168802.1	chr15	+	HAVANA	102407588	p3	Sp1_p3
Sp2	ENSMUST00000107624.7	chr11	-	HAVANA	96977711	p1	Sp2_p1
Sp2	ENSMUST00000062652.6	chr11	-	HAVANA	96982959	p2	Sp2_p2
Sp3	ENSMUST00000102689.9	chr2	-	HAVANA	72980446	p1	Sp3_p1
Sp3	ENSMUST00000066003.6	chr2	-	HAVANA	72980426	p1	Sp3_p1
Sp3	ENSMUST00000133615.1	chr2	-	HAVANA	72979286	p2	Sp3_p2
Spen	ENSMUST00000078886.9	chr4	-	HAVANA	141538449	p1	Spen_p1
Spen	ENSMUST00000105786.2	chr4	-	HAVANA	141538597	p1	Spen_p1
Spen	ENSMUST00000152081.1	chr4	-	HAVANA	141538253	p1	Spen_p1
Spic	ENSMUST00000004473.14	chr10	-	HAVANA	88683023	p1	Spic_p1
Spic	ENSMUST00000133724.7	chr10	-	HAVANA	88683023	p1	Spic_p1
Spic	ENSMUST00000138734.1	chr10	-	HAVANA	88685015	p2	Spic_p2
Spic	ENSMUST00000144338.1	chr10	-	HAVANA	88683023	p1	Spic_p1
Srebf1	ENSMUST00000020846.7	chr11	-	HAVANA	60220604	p1	Srebf1_p1
Srebf1	ENSMUST00000144942.1	chr11	-	HAVANA	60210465	p2	Srebf1_p2
Srebf1	ENSMUST00000136215.1	chr11	-	HAVANA	60222581	p3	Srebf1_p3
Srebf2	ENSMUST00000023100.7	chr15	+	HAVANA	82147181	p1	Srebf2_p1
Srebf2	ENSMUST00000229336.1	chr15	+	HAVANA	82147204	p1	Srebf2_p1
Srebf2	ENSMUST00000231065.1	chr15	+	HAVANA	82147246	p1	Srebf2_p1
Srebf2	ENSMUST00000230105.1	chr15	+	HAVANA	82147251	p1	Srebf2_p1
Srebf2	ENSMUST00000229009.1	chr15	+	HAVANA	82148013	p2	Srebf2_p2
Srebf2	ENSMUST00000229518.1	chr15	+	HAVANA	82148025	p2	Srebf2_p2
Ssrp1	ENSMUST00000077798.12	chr2	+	HAVANA	85037234	p1	Ssrp1_p1
Ssrp1	ENSMUST00000168266.7	chr2	+	ENSEMBL	85037451	p1	Ssrp1_p1
Ssrp1	ENSMUST00000123467.7	chr2	+	HAVANA	85037453	p1	Ssrp1_p1
Ssrp1	ENSMUST00000130729.2	chr2	+	HAVANA	85037455	p1	Ssrp1_p1
Ssrp1	ENSMUST00000135414.1	chr2	+	HAVANA	85037533	p1	Ssrp1_p1
Stag2	ENSMUST00000115073.8	chrX	+	HAVANA	42149317	p1	Stag2_p1
Stag2	ENSMUST00000115072.7	chrX	+	ENSEMBL	42149412	p1	Stag2_p1
Stag2	ENSMUST00000136323.7	chrX	+	HAVANA	42149541	p1	Stag2_p1
Stag2	ENSMUST00000127618.7	chrX	+	HAVANA	42149683	p1	Stag2_p1
Stag2	ENSMUST00000141414.1	chrX	+	HAVANA	42150154	p2	Stag2_p2
Stag2	ENSMUST00000069619.13	chrX	+	HAVANA	42150701	p3	Stag2_p3
Stag2	ENSMUST00000123245.7	chrX	+	HAVANA	42151014	p3	Stag2_p3
Stat3	ENSMUST00000103114.7	chr11	-	HAVANA	100939404	p1	Stat3_p1
Stat3	ENSMUST00000127638.7	chr11	-	HAVANA	100939540	p1	Stat3_p1
Stat3	ENSMUST00000137093.7	chr11	-	HAVANA	100890312	p2	Stat3_p2
Stat3	ENSMUST00000092671.11	chr11	-	HAVANA	100939380	p1	Stat3_p1
Stat3	ENSMUST00000138438.1	chr11	-	HAVANA	100939479	p1	Stat3_p1
Stat6	ENSMUST00000092074.11	chr10	+	HAVANA	127642986	p1	Stat6_p1
Stat6	ENSMUST00000120279.1	chr10	+	HAVANA	127643002	p1	Stat6_p1
Stat6	ENSMUST00000128072.1	chr10	+	HAVANA	127653079	p2	Stat6_p2
Stat6	ENSMUST00000156231.1	chr10	+	HAVANA	127656761	p3	Stat6_p3
Stat6	ENSMUST00000145470.1	chr10	+	HAVANA	127659400	p4	Stat6_p4
Sub1	ENSMUST00000022816.14	chr15	-	HAVANA	11996058	p1	Sub1_p1
Sub1	ENSMUST00000110504.1	chr15	-	HAVANA	11996983	p2	Sub1_p2
Sub1	ENSMUST00000129533.7	chr15	-	HAVANA	11996012	p1	Sub1_p1
Sub1	ENSMUST00000134414.1	chr15	-	HAVANA	11995750	p1	Sub1_p1
T	ENSMUST00000074667.8	chr17	+	HAVANA	8434423	p1	T_p1
T	ENSMUST00000136922.7	chr17	+	HAVANA	8434925	p2	T_p2
T	ENSMUST00000177118.1	chr17	+	HAVANA	8435411	p2	T_p2
Tada2b	ENSMUST00000031097.7	chr5	-	HAVANA	36484285	p1	Tada2b_p1
Tada2b	ENSMUST00000119916.1	chr5	-	HAVANA	36484112	p1	Tada2b_p1
Tax1bp1	ENSMUST00000080723.10	chr6	+	HAVANA	52713729	p1	Tax1bp1_p1
Tax1bp1	ENSMUST00000149588.7	chr6	+	HAVANA	52713750	p1	Tax1bp1_p1
Tax1bp1	ENSMUST00000128173.1	chr6	+	HAVANA	52713763	p1	Tax1bp1_p1
Tax1bp1	ENSMUST00000138040.7	chr6	+	HAVANA	52714219	p2	Tax1bp1_p2
Tax1bp1	ENSMUST00000129660.1	chr6	+	HAVANA	52714350	p2	Tax1bp1_p2
Tbx3	ENSMUST00000202034.1	chr5	+	HAVANA	119670669	p1	Tbx3_p1
Tbx3	ENSMUST00000079719.10	chr5	+	ENSEMBL	119670669	p1	Tbx3_p1
Tbx3	ENSMUST00000121021.7	chr5	+	HAVANA	119670862	p1	Tbx3_p1
Tbx3	ENSMUST00000018748.8	chr5	+	HAVANA	119671018	p1	Tbx3_p1
